activity_id,type,subject,occurred_at,contact_id,opportunity_id
ACT-00005280,demo,Activity 00005280,2024-02-02 15:03:50,CON-0010256,
ACT-00005281,call,Activity 00005281,2023-04-17 16:39:07,,
ACT-00005282,call,Activity 00005282,2025-02-13 07:34:44,CON-0011541,OPP-0002538
ACT-00005283,demo,Activity 00005283,2025-04-24 06:23:19,CON-0007757,OPP-0000432
ACT-00005284,call,Activity 00005284,2023-01-09 14:28:41,CON-0006231,OPP-0000285
ACT-00005285,meeting,Activity 00005285,2025-11-28 17:00:46,,OPP-0002488
ACT-00005286,call,Activity 00005286,2025-05-05 14:51:36,,
ACT-00005287,email,Activity 00005287,2023-12-22 15:55:57,CON-0009936,
ACT-00005288,demo,Activity 00005288,2023-06-20 14:02:15,,
ACT-00005289,call,Activity 00005289,2023-02-27 00:32:41,CON-0013227,
ACT-00005290,demo,Activity 00005290,2023-12-12 10:46:06,,
ACT-00005291,email,Activity 00005291,2025-10-25 12:03:27,CON-0013312,
ACT-00005292,email,Activity 00005292,2023-01-17 08:59:32,,
ACT-00005293,demo,Activity 00005293,2023-02-19 20:06:43,CON-0012704,OPP-0000936
ACT-00005294,call,Activity 00005294,2025-10-14 15:21:10,CON-0005036,OPP-0002021
ACT-00005295,email,Activity 00005295,2023-05-12 09:26:36,CON-0007964,OPP-0001052
ACT-00005296,email,Activity 00005296,2025-11-07 21:32:11,,
ACT-00005297,call,Activity 00005297,2023-05-27 06:19:20,CON-0012879,OPP-0000252
ACT-00005298,call,Activity 00005298,2024-06-15 13:05:52,CON-0001612,
ACT-00005299,meeting,Activity 00005299,2023-09-21 03:13:26,CON-0013227,OPP-0000505
ACT-00005300,call,Activity 00005300,2025-09-25 01:49:56,CON-0003337,OPP-0002422
ACT-00005301,demo,Activity 00005301,2023-10-02 23:36:40,,
ACT-00005302,email,Activity 00005302,2024-06-08 18:43:01,CON-0014100,
ACT-00005303,call,Activity 00005303,2023-01-04 18:30:52,CON-0014100,
ACT-00005304,note,Activity 00005304,2025-04-13 13:01:33,,
ACT-00005305,email,Activity 00005305,2025-07-26 23:06:54,CON-0007202,
ACT-00005306,meeting,Activity 00005306,2024-07-26 03:37:04,CON-0003692,
ACT-00005307,call,Activity 00005307,2023-04-18 04:32:34,,
ACT-00005308,call,Activity 00005308,2023-05-11 09:32:44,CON-0007354,OPP-0000316
ACT-00005309,email,Activity 00005309,2025-08-21 19:49:27,CON-0001080,
ACT-00005310,call,Activity 00005310,2024-11-07 18:01:06,CON-0008674,OPP-0002744
ACT-00005311,meeting,Activity 00005311,2023-08-02 08:41:09,CON-0001870,OPP-0002111
ACT-00005312,demo,Activity 00005312,2023-03-26 21:26:10,,
ACT-00005313,email,Activity 00005313,2024-06-06 05:52:07,CON-0010514,
ACT-00005314,demo,Activity 00005314,2025-05-09 08:54:13,CON-0012577,
ACT-00005315,note,Activity 00005315,2024-09-03 23:20:37,CON-0014539,
ACT-00005316,call,Activity 00005316,2024-07-06 10:57:01,CON-0013114,
ACT-00005317,call,Activity 00005317,2025-02-24 21:48:41,CON-0008539,OPP-0002111
ACT-00005318,call,Activity 00005318,2024-01-11 16:27:18,,OPP-0002894
ACT-00005319,meeting,Activity 00005319,2025-01-06 07:01:21,,
ACT-00005320,note,Activity 00005320,2025-07-02 16:36:38,CON-0009846,OPP-0000568
ACT-00005321,note,Activity 00005321,2023-07-16 06:30:25,,OPP-0001342
ACT-00005322,call,Activity 00005322,2025-06-18 08:08:10,CON-0000954,
ACT-00005323,call,Activity 00005323,2024-03-27 01:21:38,,OPP-0000986
ACT-00005324,call,Activity 00005324,2025-12-15 18:14:59,CON-0011941,
ACT-00005325,note,Activity 00005325,2024-12-24 03:40:07,CON-0011763,OPP-0000876
ACT-00005326,call,Activity 00005326,2025-11-29 06:04:29,,OPP-0002169
ACT-00005327,call,Activity 00005327,2025-09-01 21:08:15,CON-0011996,OPP-0001825
ACT-00005328,email,Activity 00005328,2023-04-05 08:11:26,,
ACT-00005329,email,Activity 00005329,2023-06-21 21:41:49,,OPP-0001082
ACT-00005330,meeting,Activity 00005330,2025-02-18 10:15:55,,
ACT-00005331,call,Activity 00005331,2023-02-27 22:01:07,CON-0010693,OPP-0001991
ACT-00005332,note,Activity 00005332,2025-05-19 03:25:51,CON-0009669,OPP-0000024
ACT-00005333,email,Activity 00005333,2023-12-31 02:31:04,CON-0008797,OPP-0002322
ACT-00005334,call,Activity 00005334,2024-10-09 01:19:10,CON-0003555,OPP-0001123
ACT-00005335,demo,Activity 00005335,2025-10-04 02:28:58,CON-0004288,
ACT-00005336,call,Activity 00005336,2023-07-07 16:05:26,CON-0006424,OPP-0002429
ACT-00005337,call,Activity 00005337,2023-10-03 10:22:07,CON-0003296,OPP-0000078
ACT-00005338,demo,Activity 00005338,2025-01-25 00:31:13,CON-0013767,
ACT-00005339,meeting,Activity 00005339,2023-10-22 01:56:23,CON-0013445,
ACT-00005340,call,Activity 00005340,2024-06-12 19:16:55,,
ACT-00005341,note,Activity 00005341,2023-06-25 15:29:59,,
ACT-00005342,call,Activity 00005342,2023-10-11 10:56:13,,OPP-0000033
ACT-00005343,meeting,Activity 00005343,2024-03-09 13:08:00,,
ACT-00005344,email,Activity 00005344,2023-01-04 10:24:55,CON-0010004,OPP-0001431
ACT-00005345,call,Activity 00005345,2025-12-19 10:15:30,,
ACT-00005346,call,Activity 00005346,2025-07-28 02:57:20,CON-0007823,OPP-0000025
ACT-00005347,email,Activity 00005347,2023-05-14 08:30:45,CON-0001786,OPP-0002974
ACT-00005348,email,Activity 00005348,2024-09-14 10:01:47,CON-0005662,
ACT-00005349,call,Activity 00005349,2024-04-08 03:19:19,CON-0001397,OPP-0001602
ACT-00005350,email,Activity 00005350,2025-04-10 03:26:51,CON-0003792,OPP-0002078
ACT-00005351,meeting,Activity 00005351,2024-08-05 02:20:20,CON-0012548,OPP-0000387
ACT-00005352,email,Activity 00005352,2025-02-26 00:30:42,CON-0008089,OPP-0002382
ACT-00005353,call,Activity 00005353,2024-06-30 20:17:17,CON-0005575,OPP-0002898
ACT-00005354,note,Activity 00005354,2025-04-07 02:24:12,CON-0010850,
ACT-00005355,meeting,Activity 00005355,2024-02-01 10:26:58,,
ACT-00005356,call,Activity 00005356,2023-02-27 20:14:00,CON-0005982,
ACT-00005357,call,Activity 00005357,2025-12-20 19:43:23,CON-0004789,
ACT-00005358,email,Activity 00005358,2023-08-21 12:40:43,CON-0011432,
ACT-00005359,email,Activity 00005359,2025-04-19 19:14:24,CON-0001887,OPP-0001121
ACT-00005360,email,Activity 00005360,2025-08-21 03:45:19,CON-0012602,OPP-0001991
ACT-00005361,demo,Activity 00005361,2024-06-26 19:15:00,,
ACT-00005362,call,Activity 00005362,2024-01-16 13:17:12,,OPP-0000096
ACT-00005363,email,Activity 00005363,2023-01-14 13:25:44,,
ACT-00005364,email,Activity 00005364,2025-02-15 10:53:31,CON-0011167,OPP-0001414
ACT-00005365,call,Activity 00005365,2023-10-10 11:18:40,CON-0004968,
ACT-00005366,call,Activity 00005366,2025-08-06 00:33:36,,OPP-0000078
ACT-00005367,demo,Activity 00005367,2025-08-24 13:30:56,CON-0002401,OPP-0000488
ACT-00005368,email,Activity 00005368,2023-08-24 16:09:59,,
ACT-00005369,email,Activity 00005369,2024-08-19 06:33:04,CON-0009728,
ACT-00005370,call,Activity 00005370,2025-11-30 02:28:43,CON-0001599,OPP-0002934
ACT-00005371,email,Activity 00005371,2025-09-01 10:40:37,CON-0011007,
ACT-00005372,note,Activity 00005372,2023-04-17 07:35:21,CON-0002874,OPP-0002191
ACT-00005373,call,Activity 00005373,2025-01-14 09:05:51,CON-0006771,OPP-0001489
ACT-00005374,meeting,Activity 00005374,2025-07-16 17:14:50,CON-0012110,
ACT-00005375,demo,Activity 00005375,2024-06-16 00:02:05,,OPP-0002250
ACT-00005376,call,Activity 00005376,2023-03-05 23:58:42,,OPP-0000407
ACT-00005377,email,Activity 00005377,2025-03-21 17:10:44,CON-0002378,OPP-0002554
ACT-00005378,demo,Activity 00005378,2023-06-06 21:39:45,CON-0008780,OPP-0000987
ACT-00005379,email,Activity 00005379,2023-09-25 15:13:56,,OPP-0002973
ACT-00005380,email,Activity 00005380,2024-04-03 08:34:28,CON-0013715,
ACT-00005381,email,Activity 00005381,2023-10-20 04:00:20,CON-0002734,OPP-0001136
ACT-00005382,email,Activity 00005382,2023-01-03 09:32:12,CON-0012116,
ACT-00005383,demo,Activity 00005383,2025-11-03 09:57:08,CON-0002492,OPP-0001434
ACT-00005384,note,Activity 00005384,2024-08-05 05:10:13,CON-0003034,
ACT-00005385,meeting,Activity 00005385,2025-11-19 12:49:34,CON-0001850,OPP-0000291
ACT-00005386,note,Activity 00005386,2025-12-06 23:11:19,CON-0012942,
ACT-00005387,call,Activity 00005387,2024-07-17 07:53:41,CON-0010114,OPP-0001288
ACT-00005388,call,Activity 00005388,2024-03-15 05:33:47,,
ACT-00005389,email,Activity 00005389,2025-12-18 00:40:06,CON-0010081,
ACT-00005390,email,Activity 00005390,2025-08-27 16:41:07,CON-0008808,OPP-0001132
ACT-00005391,email,Activity 00005391,2025-05-07 03:04:58,,
ACT-00005392,email,Activity 00005392,2025-06-25 09:45:11,CON-0013021,OPP-0000504
ACT-00005393,demo,Activity 00005393,2024-05-13 19:04:41,,
ACT-00005394,email,Activity 00005394,2023-09-04 02:35:01,,OPP-0002979
ACT-00005395,email,Activity 00005395,2023-11-01 11:17:23,CON-0009510,OPP-0002948
ACT-00005396,note,Activity 00005396,2025-05-24 11:08:10,CON-0012041,OPP-0002069
ACT-00005397,email,Activity 00005397,2025-02-25 19:21:10,,OPP-0002214
ACT-00005398,email,Activity 00005398,2024-09-28 17:01:47,,OPP-0002751
ACT-00005399,email,Activity 00005399,2025-12-14 04:52:55,,OPP-0000830
ACT-00005400,note,Activity 00005400,2023-01-10 11:15:27,CON-0006549,OPP-0001909
ACT-00005401,call,Activity 00005401,2025-10-02 17:10:46,CON-0006462,
ACT-00005402,call,Activity 00005402,2023-12-21 14:18:11,,OPP-0002212
ACT-00005403,meeting,Activity 00005403,2024-03-13 18:31:56,CON-0009126,
ACT-00005404,meeting,Activity 00005404,2025-06-26 05:48:59,CON-0013400,
ACT-00005405,call,Activity 00005405,2025-06-20 13:01:50,CON-0012696,
ACT-00005406,demo,Activity 00005406,2025-11-07 18:56:14,CON-0007910,OPP-0002043
ACT-00005407,meeting,Activity 00005407,2025-11-05 16:14:21,,
ACT-00005408,email,Activity 00005408,2025-08-24 16:27:40,CON-0003036,
ACT-00005409,call,Activity 00005409,2025-09-23 01:14:54,CON-0008694,
ACT-00005410,call,Activity 00005410,2025-03-06 06:42:45,,OPP-0002747
ACT-00005411,note,Activity 00005411,2024-01-31 22:21:47,CON-0014167,OPP-0001809
ACT-00005412,call,Activity 00005412,2023-02-20 09:22:43,,OPP-0000223
ACT-00005413,call,Activity 00005413,2023-12-20 05:27:47,,OPP-0001420
ACT-00005414,note,Activity 00005414,2023-05-22 20:04:49,CON-0001242,OPP-0000236
ACT-00005415,note,Activity 00005415,2023-10-12 02:22:08,CON-0005931,
ACT-00005416,meeting,Activity 00005416,2024-04-28 00:54:35,CON-0001781,OPP-0002842
ACT-00005417,email,Activity 00005417,2024-12-12 15:25:00,,OPP-0002161
ACT-00005418,call,Activity 00005418,2023-12-18 23:15:06,CON-0011797,
ACT-00005419,note,Activity 00005419,2024-06-16 19:20:09,CON-0012540,OPP-0001347
ACT-00005420,meeting,Activity 00005420,2023-02-06 09:47:51,CON-0000297,
ACT-00005421,call,Activity 00005421,2025-10-03 16:26:10,,OPP-0002840
ACT-00005422,call,Activity 00005422,2023-02-08 01:09:51,CON-0008143,
ACT-00005423,meeting,Activity 00005423,2024-07-25 16:01:46,CON-0008920,
ACT-00005424,call,Activity 00005424,2024-04-23 07:09:32,,OPP-0000594
ACT-00005425,note,Activity 00005425,2025-04-25 17:20:58,CON-0001884,OPP-0001598
ACT-00005426,demo,Activity 00005426,2023-09-09 11:51:48,CON-0008031,
ACT-00005427,call,Activity 00005427,2023-11-05 11:33:08,CON-0011696,
ACT-00005428,demo,Activity 00005428,2025-04-18 00:03:41,,
ACT-00005429,demo,Activity 00005429,2025-04-29 08:28:52,,
ACT-00005430,demo,Activity 00005430,2023-06-23 14:38:35,,
ACT-00005431,demo,Activity 00005431,2023-12-02 11:23:48,,OPP-0001105
ACT-00005432,email,Activity 00005432,2024-08-06 04:41:51,CON-0005721,OPP-0002043
ACT-00005433,note,Activity 00005433,2025-04-23 05:39:04,CON-0008730,
ACT-00005434,email,Activity 00005434,2023-02-08 05:44:03,,OPP-0001426
ACT-00005435,call,Activity 00005435,2025-01-24 15:36:14,CON-0009134,
ACT-00005436,email,Activity 00005436,2024-12-23 14:47:30,CON-0006107,OPP-0001681
ACT-00005437,call,Activity 00005437,2023-06-25 22:40:17,CON-0004742,OPP-0002152
ACT-00005438,email,Activity 00005438,2024-04-12 07:09:40,CON-0005126,OPP-0000454
ACT-00005439,demo,Activity 00005439,2025-05-17 12:20:12,CON-0002178,
ACT-00005440,note,Activity 00005440,2024-04-13 21:59:05,CON-0008546,
ACT-00005441,email,Activity 00005441,2024-10-11 02:41:09,CON-0012398,OPP-0002732
ACT-00005442,note,Activity 00005442,2023-08-09 10:24:14,CON-0010175,
ACT-00005443,call,Activity 00005443,2023-06-16 11:53:01,CON-0008244,OPP-0000866
ACT-00005444,meeting,Activity 00005444,2024-10-30 04:55:57,CON-0003411,
ACT-00005445,email,Activity 00005445,2024-09-21 09:17:57,CON-0006814,
ACT-00005446,note,Activity 00005446,2023-03-14 11:41:17,CON-0010852,
ACT-00005447,email,Activity 00005447,2024-04-24 13:32:53,CON-0007415,OPP-0002278
ACT-00005448,note,Activity 00005448,2023-02-05 15:06:57,CON-0003059,
ACT-00005449,meeting,Activity 00005449,2024-04-08 22:20:51,CON-0007417,
ACT-00005450,call,Activity 00005450,2024-03-19 02:56:33,,OPP-0000940
ACT-00005451,call,Activity 00005451,2025-08-06 09:51:13,CON-0007222,
ACT-00005452,call,Activity 00005452,2023-05-11 12:06:59,,OPP-0000389
ACT-00005453,call,Activity 00005453,2024-05-25 01:33:02,,
ACT-00005454,email,Activity 00005454,2025-09-26 23:48:43,CON-0005907,
ACT-00005455,demo,Activity 00005455,2025-04-15 09:02:38,,
ACT-00005456,call,Activity 00005456,2023-01-24 21:32:56,,
ACT-00005457,call,Activity 00005457,2023-01-02 09:12:42,,
ACT-00005458,demo,Activity 00005458,2024-06-21 03:08:41,CON-0012968,
ACT-00005459,call,Activity 00005459,2023-03-25 18:41:13,,
ACT-00005460,meeting,Activity 00005460,2025-04-12 06:27:05,CON-0004078,
ACT-00005461,demo,Activity 00005461,2025-09-11 09:09:38,CON-0002443,OPP-0001432
ACT-00005462,call,Activity 00005462,2025-07-09 07:21:49,CON-0005127,
ACT-00005463,demo,Activity 00005463,2023-04-04 16:28:09,CON-0011784,
ACT-00005464,meeting,Activity 00005464,2023-06-05 20:35:46,,OPP-0001586
ACT-00005465,demo,Activity 00005465,2023-03-11 16:25:47,CON-0001497,OPP-0000614
ACT-00005466,email,Activity 00005466,2025-06-07 09:39:43,,OPP-0000276
ACT-00005467,email,Activity 00005467,2023-01-29 15:50:51,CON-0002078,
ACT-00005468,email,Activity 00005468,2023-07-07 09:53:33,,
ACT-00005469,email,Activity 00005469,2023-03-19 15:07:32,CON-0009252,OPP-0001835
ACT-00005470,demo,Activity 00005470,2024-06-04 09:32:52,CON-0003673,OPP-0001998
ACT-00005471,call,Activity 00005471,2025-04-26 06:12:52,,
ACT-00005472,call,Activity 00005472,2024-01-11 15:09:08,CON-0004728,OPP-0000264
ACT-00005473,meeting,Activity 00005473,2023-02-16 06:04:08,CON-0014094,OPP-0002178
ACT-00005474,email,Activity 00005474,2023-10-17 08:28:32,CON-0000251,
ACT-00005475,call,Activity 00005475,2025-11-11 17:16:11,CON-0005920,
ACT-00005476,call,Activity 00005476,2025-04-25 10:37:24,CON-0001613,
ACT-00005477,email,Activity 00005477,2024-04-12 19:08:16,,OPP-0002694
ACT-00005478,email,Activity 00005478,2024-06-20 03:02:24,CON-0005960,
ACT-00005479,email,Activity 00005479,2025-04-12 07:16:31,CON-0009119,OPP-0000583
ACT-00005480,meeting,Activity 00005480,2025-09-24 03:46:10,CON-0010474,OPP-0002254
ACT-00005481,meeting,Activity 00005481,2025-01-09 08:17:27,,OPP-0001024
ACT-00005482,email,Activity 00005482,2025-07-08 10:59:26,CON-0006978,OPP-0001649
ACT-00005483,email,Activity 00005483,2024-12-13 08:10:37,CON-0012901,
ACT-00005484,email,Activity 00005484,2024-09-10 15:43:10,CON-0006931,OPP-0001063
ACT-00005485,meeting,Activity 00005485,2024-11-30 14:23:14,CON-0008761,
ACT-00005486,call,Activity 00005486,2025-02-10 02:57:33,CON-0011083,
ACT-00005487,call,Activity 00005487,2024-10-17 20:42:05,CON-0011560,OPP-0001738
ACT-00005488,meeting,Activity 00005488,2023-12-20 04:06:17,CON-0012357,OPP-0001998
ACT-00005489,call,Activity 00005489,2024-03-07 18:29:21,CON-0014596,
ACT-00005490,call,Activity 00005490,2024-06-13 22:33:51,CON-0001113,OPP-0000624
ACT-00005491,call,Activity 00005491,2025-07-10 21:04:11,CON-0008958,OPP-0000839
ACT-00005492,meeting,Activity 00005492,2025-04-19 03:40:55,CON-0003694,
ACT-00005493,note,Activity 00005493,2025-03-02 07:26:44,CON-0014649,
ACT-00005494,call,Activity 00005494,2024-03-11 12:59:51,CON-0001159,
ACT-00005495,call,Activity 00005495,2025-05-09 16:38:34,,
ACT-00005496,email,Activity 00005496,2023-04-19 10:40:21,CON-0004880,OPP-0002379
ACT-00005497,email,Activity 00005497,2024-08-30 02:35:21,,OPP-0000038
ACT-00005498,email,Activity 00005498,2025-05-09 20:19:04,CON-0013773,
ACT-00005499,call,Activity 00005499,2024-03-12 06:57:44,,OPP-0002537
ACT-00005500,meeting,Activity 00005500,2023-09-19 10:34:48,CON-0011434,OPP-0001485
ACT-00005501,call,Activity 00005501,2025-05-25 20:15:33,CON-0013900,
ACT-00005502,email,Activity 00005502,2023-06-22 11:48:55,CON-0003851,
ACT-00005503,call,Activity 00005503,2023-01-27 03:27:21,CON-0002571,
ACT-00005504,email,Activity 00005504,2023-11-09 02:22:08,CON-0003073,
ACT-00005505,call,Activity 00005505,2025-01-06 04:01:17,CON-0008914,
ACT-00005506,email,Activity 00005506,2024-04-30 21:43:12,CON-0001877,OPP-0000313
ACT-00005507,email,Activity 00005507,2023-09-16 12:52:12,CON-0006923,
ACT-00005508,demo,Activity 00005508,2023-05-15 12:52:43,CON-0004834,OPP-0002452
ACT-00005509,call,Activity 00005509,2023-02-13 10:17:59,CON-0006483,
ACT-00005510,demo,Activity 00005510,2023-01-08 01:04:02,CON-0000694,OPP-0002059
ACT-00005511,email,Activity 00005511,2023-05-01 13:24:39,CON-0010833,
ACT-00005512,email,Activity 00005512,2025-05-27 05:39:34,CON-0013662,OPP-0000494
ACT-00005513,note,Activity 00005513,2025-03-26 14:10:19,CON-0011412,OPP-0002893
ACT-00005514,demo,Activity 00005514,2025-02-23 03:30:24,CON-0007201,
ACT-00005515,call,Activity 00005515,2025-07-31 19:33:40,CON-0003610,
ACT-00005516,note,Activity 00005516,2024-01-14 14:37:37,CON-0006866,OPP-0000638
ACT-00005517,email,Activity 00005517,2025-08-07 21:05:03,,OPP-0000923
ACT-00005518,note,Activity 00005518,2023-04-20 14:18:07,CON-0005056,OPP-0001364
ACT-00005519,email,Activity 00005519,2023-12-21 17:08:28,CON-0001363,
ACT-00005520,call,Activity 00005520,2024-10-20 14:24:09,CON-0012544,OPP-0001011
ACT-00005521,email,Activity 00005521,2025-11-12 18:56:40,CON-0001680,
ACT-00005522,email,Activity 00005522,2025-10-20 05:47:13,CON-0014819,
ACT-00005523,note,Activity 00005523,2023-03-12 23:59:44,,
ACT-00005524,call,Activity 00005524,2025-11-18 18:24:29,CON-0002641,OPP-0001919
ACT-00005525,call,Activity 00005525,2025-07-27 22:47:19,,OPP-0001818
ACT-00005526,email,Activity 00005526,2023-03-29 07:22:05,CON-0009993,OPP-0002438
ACT-00005527,email,Activity 00005527,2023-01-06 05:58:07,,
ACT-00005528,email,Activity 00005528,2025-05-08 20:25:46,CON-0011390,
ACT-00005529,email,Activity 00005529,2025-05-30 15:53:32,CON-0013612,OPP-0001234
ACT-00005530,note,Activity 00005530,2023-05-26 23:20:37,CON-0009657,
ACT-00005531,call,Activity 00005531,2024-02-16 16:54:27,CON-0010264,OPP-0000850
ACT-00005532,email,Activity 00005532,2023-05-22 18:02:29,,OPP-0002142
ACT-00005533,email,Activity 00005533,2023-05-16 23:38:42,CON-0006632,OPP-0000305
ACT-00005534,demo,Activity 00005534,2024-10-31 22:31:44,,OPP-0002115
ACT-00005535,call,Activity 00005535,2025-12-10 02:57:31,CON-0005265,
ACT-00005536,email,Activity 00005536,2025-07-14 00:55:00,,OPP-0002467
ACT-00005537,email,Activity 00005537,2023-08-16 22:27:41,CON-0013857,OPP-0002264
ACT-00005538,demo,Activity 00005538,2024-05-23 07:53:58,CON-0013485,OPP-0002288
ACT-00005539,meeting,Activity 00005539,2023-04-05 11:14:56,CON-0012962,
ACT-00005540,call,Activity 00005540,2024-02-27 21:13:47,CON-0010903,OPP-0000715
ACT-00005541,email,Activity 00005541,2024-01-28 23:38:55,CON-0012498,
ACT-00005542,email,Activity 00005542,2023-10-28 22:23:24,CON-0000676,
ACT-00005543,meeting,Activity 00005543,2024-01-01 13:40:59,,OPP-0001151
ACT-00005544,email,Activity 00005544,2025-11-06 11:48:48,CON-0014588,OPP-0000397
ACT-00005545,call,Activity 00005545,2023-02-15 00:43:57,,
ACT-00005546,demo,Activity 00005546,2025-07-30 17:21:37,CON-0009402,
ACT-00005547,demo,Activity 00005547,2023-07-07 03:45:50,,
ACT-00005548,email,Activity 00005548,2023-03-04 01:41:59,CON-0014694,
ACT-00005549,note,Activity 00005549,2024-07-23 15:33:21,CON-0013766,OPP-0000241
ACT-00005550,call,Activity 00005550,2024-12-23 01:40:27,,
ACT-00005551,email,Activity 00005551,2023-12-25 03:23:37,,OPP-0000848
ACT-00005552,email,Activity 00005552,2024-09-07 09:11:27,CON-0013542,OPP-0002935
ACT-00005553,email,Activity 00005553,2023-10-20 08:33:53,,
ACT-00005554,email,Activity 00005554,2025-01-23 18:19:23,CON-0013000,
ACT-00005555,meeting,Activity 00005555,2023-08-17 17:51:01,CON-0006638,
ACT-00005556,call,Activity 00005556,2024-07-13 09:00:42,CON-0008703,OPP-0001392
ACT-00005557,call,Activity 00005557,2023-01-24 10:27:49,,OPP-0000731
ACT-00005558,email,Activity 00005558,2025-03-18 04:01:41,,OPP-0000006
ACT-00005559,meeting,Activity 00005559,2025-02-05 16:07:19,CON-0000635,
ACT-00005560,call,Activity 00005560,2025-09-20 11:12:35,CON-0011852,
ACT-00005561,demo,Activity 00005561,2024-11-03 14:31:06,CON-0003016,
ACT-00005562,note,Activity 00005562,2023-05-08 23:07:20,,
ACT-00005563,note,Activity 00005563,2025-06-02 05:23:59,CON-0012896,
ACT-00005564,call,Activity 00005564,2024-09-11 21:39:38,CON-0009899,
ACT-00005565,email,Activity 00005565,2023-10-12 05:12:53,CON-0006669,OPP-0000836
